rank,anime,voice_actor
706,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,"Kaji, Yuuki"
710,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,"Chiba, Shouya"
703,Ookiku Furikabutte: Natsu no Taikai-hen,"Nakamura, Yuuichi"
703,Ookiku Furikabutte: Natsu no Taikai-hen,"Yonaga, Tsubasa"
718,Hyouge Mono,"Ohkura, Kouji"
718,Hyouge Mono,"Ebara, Masashi"
718,Hyouge Mono,"Koyama, Rikiya"
718,Hyouge Mono,"Tanaka, Nobuo"
718,Hyouge Mono,"Tsurumi, Shingo"
701,Mahou Shoujo Lyrical Nanoha A's,"Yuzuki, Ryouka"
701,Mahou Shoujo Lyrical Nanoha A's,"Shimizu, Kaori"
701,Mahou Shoujo Lyrical Nanoha A's,"Tamura, Yukari"
701,Mahou Shoujo Lyrical Nanoha A's,"Mizuki, Nana"
701,Mahou Shoujo Lyrical Nanoha A's,"Sanada, Asami"
701,Mahou Shoujo Lyrical Nanoha A's,"Ueda, Kana"
701,Mahou Shoujo Lyrical Nanoha A's,"Ichijo, Kazuya"
711,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,"Hanazawa, Kana"
711,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,"Mimori, Suzuko"
713,Durarara!!x2 Ten,"Ono, Daisuke"
713,Durarara!!x2 Ten,"Fukuyama, Jun"
713,Durarara!!x2 Ten,"Kamiya, Hiroshi"
713,Durarara!!x2 Ten,"Toyonaga, Toshiyuki"
713,Durarara!!x2 Ten,"Hanazawa, Kana"
713,Durarara!!x2 Ten,"Sawashiro, Miyuki"
701,Maoujou de Oyasumi,"Matsuoka, Yoshitsugu"
701,Maoujou de Oyasumi,"Minase, Inori"
703,ReLIFE,"Kayano, Ai"
703,ReLIFE,"Ono, Kensho"
703,ReLIFE,"Tomatsu, Haruka"
703,ReLIFE,"Ueda, Reina"
703,ReLIFE,"Uchida, Yuuma"
703,ReLIFE,"Kimura, Ryouhei"
707,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,"Matsuoka, Yoshitsugu"
707,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,"Minase, Inori"
707,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,"Nakao, Ryusei"
707,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,"Tomatsu, Haruka"
714,Eve no Jikan (Movie),"Nojima, Kenji"
714,Eve no Jikan (Movie),"Satou, Rina"
714,Eve no Jikan (Movie),"Fukuyama, Jun"
714,Eve no Jikan (Movie),"Tanaka, Rie"
709,Youjo Senki,"Yuuki, Aoi"
709,Youjo Senki,"Toriumi, Kousuke"
717,Hokuto no Ken,"Kamiya, Akira"
717,Hokuto no Ken,"Horikawa, Ryo"
708,Yofukashi no Uta,"Amamiya, Sora"
708,Yofukashi no Uta,"Satou, Gen"
708,Yofukashi no Uta,"Senbongi, Sayaka"
711,Bleach,"Itou, Kentarou"
711,Bleach,"Kiuchi, Reiko"
711,Bleach,"Matsuoka, Yuki"
711,Bleach,"Sugiyama, Noriaki"
711,Bleach,"Honda, Takako"
711,Bleach,"Orikasa, Fumiko"
711,Bleach,"Morita, Masakazu"
711,Bleach,"Matsuoka, Yuki"
711,Bleach,"Yasumoto, Hiroki"
728,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,"Saitou, Souma"
728,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,"Takahashi, Rie"
728,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,"Koichi, Makoto"
728,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,"Yashiro, Taku"
728,Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,"Fujiwara, Natsumi"
730,Working!!!,"Fujita, Saki"
730,Working!!!,"Ono, Daisuke"
730,Working!!!,"Watanabe, Kumiko"
730,Working!!!,"Kamiya, Hiroshi"
730,Working!!!,"Fukuyama, Jun"
730,Working!!!,"Kitamura, Eri"
730,Working!!!,"Asumi, Kana"
730,Working!!!,"Kitamura, Eri"
730,Working!!!,"Hirohashi, Ryou"
726,Nagi no Asu kara,"Kayano, Ai"
726,Nagi no Asu kara,"Ishihara, Kaori"
726,Nagi no Asu kara,"Oosaka, Ryouta"
726,Nagi no Asu kara,"Ishikawa, Kaito"
726,Nagi no Asu kara,"Hanazawa, Kana"
726,Nagi no Asu kara,"Hanae, Natsuki"
726,Nagi no Asu kara,"Han, Megumi"
726,Nagi no Asu kara,"Komatsu, Mikako"
725,Major Movie: Yuujou no Winning Shot,"Morikubo, Shoutarou"
725,Major Movie: Yuujou no Winning Shot,"Kumai, Motoko"
725,Major Movie: Yuujou no Winning Shot,"Nojima, Kenji"
725,Major Movie: Yuujou no Winning Shot,"Renbutsu, Misako"
722,Girls & Panzer: Saishuushou Part 1,"Nakagami, Ikumi"
722,Girls & Panzer: Saishuushou Part 1,"Ozaki, Mami"
722,Girls & Panzer: Saishuushou Part 1,"Fuchigami, Mai"
722,Girls & Panzer: Saishuushou Part 1,"Iguchi, Yuka"
722,Girls & Panzer: Saishuushou Part 1,"Kayano, Ai"
723,High Score Girl II,"Hirose, Yuuki"
723,High Score Girl II,"Suzushiro, Sayumi"
723,High Score Girl II,"Amasaki, Kouhei"
721,Gake no Ue no Ponyo,"Kouzuki, Yuria"
721,Gake no Ue no Ponyo,"Doi, Hiroki"
727,Niehime to Kemono no Ou,"Hino, Satoshi"
727,Niehime to Kemono no Ou,"Uchiyama, Yumi"
727,Niehime to Kemono no Ou,"Hanazawa, Kana"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Fukami, Rica"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Tomizawa, Michie"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Katsuki, Masako"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Shinohara, Emi"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Kawashima, Chiyoko"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Hisakawa, Aya"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Niiyama, Shiho"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Tsunoda, Narumi"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Ogata, Megumi"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Minaguchi, Yuko"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Mitsuishi, Kotono"
720,Bishoujo Senshi Sailor Moon: Sailor Stars,"Sakamoto, Chika"
724,Kurenai no Buta,"Ootsuka, Akio"
724,Kurenai no Buta,"Okamura, Akemi"
724,Kurenai no Buta,"Moriyama, Shuichiro"
747,Macross F Movie 2: Sayonara no Tsubasa,"Nakajima, Megumi"
747,Macross F Movie 2: Sayonara no Tsubasa,"Endou, Aya"
747,Macross F Movie 2: Sayonara no Tsubasa,"Nakamura, Yuuichi"
751,Sakasama no Patema,"Okamoto, Nobuhiko"
751,Sakasama no Patema,"Fujii, Yukiyo"
746,Kobato.,"Maeno, Tomoaki"
746,Kobato.,"Hanazawa, Kana"
746,Kobato.,"Inada, Tetsu"
744,Kidou Senshi Gundam Thunderbolt: December Sky,"Nakamura, Yuuichi"
744,Kidou Senshi Gundam Thunderbolt: December Sky,"Kimura, Ryouhei"
749,Non Non Biyori,"Murakawa, Rie"
749,Non Non Biyori,"Asumi, Kana"
749,Non Non Biyori,"Sakura, Ayane"
749,Non Non Biyori,"Koiwai, Kotori"
733,Tate no Yuusha no Nariagari,"Hidaka, Rina"
733,Tate no Yuusha no Nariagari,"Ishikawa, Kaito"
733,Tate no Yuusha no Nariagari,"Seto, Asami"
742,Kanon (2006),"Sugita, Tomokazu"
742,Kanon (2006),"Yasuda, Miwa"
742,Kanon (2006),"Tamura, Yukari"
742,Kanon (2006),"Kouda, Mariko"
742,Kanon (2006),"Sato, Akemi"
742,Kanon (2006),"Iizuka, Mayumi"
742,Kanon (2006),"Horie, Yui"
748,Macross: Do You Remember Love?,"Doi, Mika"
748,Macross: Do You Remember Love?,"Hase, Arihiro"
748,Macross: Do You Remember Love?,"Iijima, Mari"
750,Noragami,"Uchida, Maaya"
750,Noragami,"Kamiya, Hiroshi"
750,Noragami,"Kaji, Yuuki"
735,Vampire Hunter D (2000),"Tanaka, Hideyuki"
733,Tekkon Kinkreet,"Ninomiya, Kazunari"
733,Tekkon Kinkreet,"Aoi, Yuu"
745,Kindaichi Shounen no Jikenbo,"Kosugi, Juurouta"
745,Kindaichi Shounen no Jikenbo,"Matsuno, Taiki"
745,Kindaichi Shounen no Jikenbo,"Nakagawa, Akiko"
740,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Asakawa, Yuu"
740,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Shimazaki, Nobunaga"
740,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Seki, Tomokazu"
740,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Ueda, Kana"
740,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Takahashi, Rie"
740,Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Sakurai, Takahiro"
739,Boku no Hero Academia the Movie 2: Heroes:Rising,"Okamoto, Nobuhiko"
739,Boku no Hero Academia the Movie 2: Heroes:Rising,"Yamashita, Daiki"
739,Boku no Hero Academia the Movie 2: Heroes:Rising,"Terasaki, Yuka"
739,Boku no Hero Academia the Movie 2: Heroes:Rising,"Kurosawa, Tomoyo"
732,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Kanemoto, Hisako"
732,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Takahashi, Minami"
732,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,"Matsuoka, Yoshitsugu"
755,Meitantei Conan Movie 27: 100-man Dollar no Michishirube,"Takayama, Minami"
755,Meitantei Conan Movie 27: 100-man Dollar no Michishirube,"Horikawa, Ryo"
755,Meitantei Conan Movie 27: 100-man Dollar no Michishirube,"Yamaguchi, Kappei"
755,Meitantei Conan Movie 27: 100-man Dollar no Michishirube,"Yamazaki, Wakana"
761,Atarashii Joushi wa Do Tennen,"Nishiyama, Koutarou"
761,Atarashii Joushi wa Do Tennen,"Ishigami, Shizuka"
761,Atarashii Joushi wa Do Tennen,"Umehara, Yuuichirou"
761,Atarashii Joushi wa Do Tennen,"Koichi, Makoto"
766,Hidamari Sketch x Honeycomb,"Gotou, Yuuko"
766,Hidamari Sketch x Honeycomb,"Mizuhashi, Kaori"
766,Hidamari Sketch x Honeycomb,"Omigawa, Chiaki"
766,Hidamari Sketch x Honeycomb,"Harada, Hitomi"
766,Hidamari Sketch x Honeycomb,"Shintani, Ryouko"
766,Hidamari Sketch x Honeycomb,"Asumi, Kana"
757,Osomatsu-san,"Ono, Daisuke"
757,Osomatsu-san,"Irino, Miyu"
757,Osomatsu-san,"Fukuyama, Jun"
757,Osomatsu-san,"Kamiya, Hiroshi"
757,Osomatsu-san,"Nakamura, Yuuichi"
757,Osomatsu-san,"Sakurai, Takahiro"
756,Nurarihyon no Mago: Sennen Makyou,"Maeda, Ai"
756,Nurarihyon no Mago: Sennen Makyou,"Fukuyama, Jun"
756,Nurarihyon no Mago: Sennen Makyou,"Kitamura, Eri"
756,Nurarihyon no Mago: Sennen Makyou,"Horie, Yui"
753,Kono Oto Tomare!,"Ishiya, Haruki"
753,Kono Oto Tomare!,"Tanezaki, Atsumi"
753,Kono Oto Tomare!,"Uchida, Yuuma"
753,Kono Oto Tomare!,"Enoki, Junya"
753,Kono Oto Tomare!,"Matsumoto, Sara"
753,Kono Oto Tomare!,"Iguchi, Yuuichi"
753,Kono Oto Tomare!,"Furukawa, Makoto"
753,Kono Oto Tomare!,"Namikawa, Daisuke"
754,Mawaru Penguindrum,"Miyake, Marie"
754,Mawaru Penguindrum,"Kimura, Ryouhei"
754,Mawaru Penguindrum,"Kimura, Subaru"
754,Mawaru Penguindrum,"Arakawa, Miho"
752,Kobayashi-san Chi no Maid Dragon,"Naganawa, Maria"
752,Kobayashi-san Chi no Maid Dragon,"Tamura, Mutsumi"
752,Kobayashi-san Chi no Maid Dragon,"Kuwahara, Yuuki"
760,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Nakai, Kazuya"
760,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Ohara, Sayaka"
760,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Fukuyama, Jun"
765,Full Moon wo Sagashite,"Sakurazuka, Yakkun"
765,Full Moon wo Sagashite,"Ootsuda, Hiromi"
765,Full Moon wo Sagashite,Myco
765,Full Moon wo Sagashite,"Honda, Chieko"
758,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Ishikawa, Yui"
758,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Inoue, Marina"
758,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Shimamura, Yuu"
758,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,"Kaji, Yuuki"
759,Wotaku ni Koi wa Muzukashii,"Sugita, Tomokazu"
759,Wotaku ni Koi wa Muzukashii,"Sawashiro, Miyuki"
759,Wotaku ni Koi wa Muzukashii,"Date, Arisa"
759,Wotaku ni Koi wa Muzukashii,"Itou, Kent"
759,Wotaku ni Koi wa Muzukashii,"Tamura, Mutsumi"
774,Phantom: Requiem for the Phantom,"Sawashiro, Miyuki"
774,Phantom: Requiem for the Phantom,"Takagaki, Ayahi"
774,Phantom: Requiem for the Phantom,"Irino, Miyu"
775,Takarajima,"Shimizu, Mari"
775,Takarajima,"Wakayama, Genzo"
768,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,"Nazuka, Kaori"
768,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,"Sugiyama, Noriaki"
768,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,"Noda, Junko"
768,Gochuumon wa Usagi desu ka? Bloom,"Sakura, Ayane"
768,Gochuumon wa Usagi desu ka? Bloom,"Minase, Inori"
768,Gochuumon wa Usagi desu ka? Bloom,"Uchida, Maaya"
768,Gochuumon wa Usagi desu ka? Bloom,"Taneda, Risa"
768,Gochuumon wa Usagi desu ka? Bloom,"Satou, Satomi"
753,Love Live! Superstar!!,"Misaki, Nako"
753,Love Live! Superstar!!,"Aoyama, Nagisa"
753,Love Live! Superstar!!,"Payton, Naomi"
753,Love Live! Superstar!!,"Date, Sayuri"
753,Love Live! Superstar!!,Liyuu
778,Yowamushi Pedal,"Toriumi, Kousuke"
778,Yowamushi Pedal,"Yasumoto, Hiroki"
778,Yowamushi Pedal,"Morikubo, Shoutarou"
778,Yowamushi Pedal,"Fukushima, Jun"
778,Yowamushi Pedal,"Yamashita, Daiki"
778,Yowamushi Pedal,"Itou, Kentarou"
776,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"Hagiwara, Masato"
790,Kidou Senshi Gundam: Suisei no Majo Season 2,"Ichinose, Kana"
790,Kidou Senshi Gundam: Suisei no Majo Season 2,Lynn
795,Love Live! The School Idol Movie,"Nanjou, Yoshino"
795,Love Live! The School Idol Movie,"Iida, Riho"
795,Love Live! The School Idol Movie,"Kubo, Yurika"
795,Love Live! The School Idol Movie,"Nitta, Emi"
795,Love Live! The School Idol Movie,"Uchida, Aya"
795,Love Live! The School Idol Movie,Pile
795,Love Live! The School Idol Movie,"Mimori, Suzuko"
795,Love Live! The School Idol Movie,"Kusuda, Aina"
795,Love Live! The School Idol Movie,"Tokui, Sora"
791,Kimi to Boku. 2,"Uchiyama, Kouki"
791,Kimi to Boku. 2,"Mori, Yuuko"
791,Kimi to Boku. 2,"Kimura, Ryouhei"
791,Kimi to Boku. 2,"Toyonaga, Toshiyuki"
791,Kimi to Boku. 2,"Irino, Miyu"
791,Kimi to Boku. 2,"Ono, Yuuki"
779,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"Ishikawa, Yui"
779,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"Inoue, Marina"
779,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"Kaji, Yuuki"
797,Overlord III,"Hino, Satoshi"
793,Log Horizon,"Katou, Emiri"
793,Log Horizon,"Maeno, Tomoaki"
793,Log Horizon,"Terashima, Takuma"
785,Bungou Stray Dogs: Dead Apple,"Ono, Kensho"
785,Bungou Stray Dogs: Dead Apple,"Miyano, Mamoru"
785,Bungou Stray Dogs: Dead Apple,"Uemura, Yuuto"
798,Plastic Memories,"Amamiya, Sora"
798,Plastic Memories,"Takumi, Yasuaki"
782,Yuru Yuri San☆Hai!,"Mikami, Shiori"
782,Yuru Yuri San☆Hai!,"Tsuda, Minami"
782,Yuru Yuri San☆Hai!,"Ootsubo, Yuka"
782,Yuru Yuri San☆Hai!,"Ookubo, Rumi"
780,Tamako Love Story,"Yamashita, Yurie"
780,Tamako Love Story,"Suzaki, Aya"
780,Tamako Love Story,"Nagatsuma, Juri"
780,Tamako Love Story,"Tamaru, Atsushi"
780,Tamako Love Story,"Kaneko, Yuuki"
789,Full Metal Panic! The Second Raid,"Yukino, Satsuki"
789,Full Metal Panic! The Second Raid,"Seki, Tomokazu"
789,Full Metal Panic! The Second Raid,Yukana
789,Initial D Third Stage,"Miki, Shinichiro"
795,"Natsu e no Tunnel, Sayonara no Deguchi","Iitoyo, Marie"
795,"Natsu e no Tunnel, Sayonara no Deguchi","Suzuka, Ouji"
786,City Hunter,"Ikura, Kazue"
786,City Hunter,"Kamiya, Akira"
782,Yakitate!! Japan,"Kobayashi, Yumiko"
782,Yakitate!! Japan,"Otsuka, Chihiro"
782,Yakitate!! Japan,"Inoue, Marina"
782,Yakitate!! Japan,"Sakaguchi, Shuuhei"
782,Yakitate!! Japan,"Sugimoto, Yuu"
782,Yakitate!! Japan,"Koyasu, Takehito"
782,Yakitate!! Japan,"Touchi, Hiroki"
782,Yakitate!! Japan,"Sakazume, Takayuki"
787,Eyeshield 21,"Hirano, Aya"
787,Eyeshield 21,"Tamura, Atsushi"
787,Eyeshield 21,"Irino, Miyu"
787,Eyeshield 21,"Kikuchi, Kokoro"
787,Eyeshield 21,"Nagano, Kouichi"
787,Eyeshield 21,"Yamaguchi, Kappei"
797,Overlord,"Hino, Satoshi"
808,Tsue to Tsurugi no Wistoria,"Sekine, Akira"
808,Tsue to Tsurugi no Wistoria,"Amasaki, Kouhei"
808,Tsue to Tsurugi no Wistoria,"Hinata, Minami"
812,Aikatsu! 10th Story: Mirai e no Starway (2023),"Morohoshi, Sumire"
812,Aikatsu! 10th Story: Mirai e no Starway (2023),"Tadokoro, Azusa"
812,Aikatsu! 10th Story: Mirai e no Starway (2023),"Shimoji, Shino"
812,Aikatsu! 10th Story: Mirai e no Starway (2023),"Ohashi, Ayaka"
812,Aikatsu! 10th Story: Mirai e no Starway (2023),"Numakura, Manami"
820,Hidamari Sketch x ☆☆☆,"Gotou, Yuuko"
820,Hidamari Sketch x ☆☆☆,"Mizuhashi, Kaori"
820,Hidamari Sketch x ☆☆☆,"Omigawa, Chiaki"
820,Hidamari Sketch x ☆☆☆,"Harada, Hitomi"
820,Hidamari Sketch x ☆☆☆,"Shintani, Ryouko"
820,Hidamari Sketch x ☆☆☆,"Asumi, Kana"
814,Code Geass: Fukkatsu no Lelouch,Yukana
814,Code Geass: Fukkatsu no Lelouch,"Sakurai, Takahiro"
814,Code Geass: Fukkatsu no Lelouch,"Fukuyama, Jun"
814,Code Geass: Fukkatsu no Lelouch,"Nazuka, Kaori"
814,Code Geass: Fukkatsu no Lelouch,"Koshimizu, Ami"
820,Gakuen Babysitters,"Sanpei, Yuuko"
820,Gakuen Babysitters,"Umehara, Yuuichirou"
820,Gakuen Babysitters,"Furuki, Nozomi"
820,Gakuen Babysitters,"Nishiyama, Koutarou"
800,Kuuchuu Buranko,"Park, Romi"
800,Kuuchuu Buranko,"Mitsuya, Yuuji"
799,Kaleido Star,"Koyasu, Takehito"
799,Kaleido Star,"Ohara, Sayaka"
799,Kaleido Star,"Hirohashi, Ryou"
812,BanG Dream! Movie: Poppin' Dream!,"Ootsuka, Sae"
812,BanG Dream! Movie: Poppin' Dream!,"Itou, Ayasa"
812,BanG Dream! Movie: Poppin' Dream!,Aimi
812,BanG Dream! Movie: Poppin' Dream!,"Nishimoto, Rimi"
812,BanG Dream! Movie: Poppin' Dream!,"Ohashi, Ayaka"
821,Ie Naki Ko Remy,"Horie, Mitsuko"
818,Densetsu Kyojin Ideon: Hatsudou-hen,"Toda, Keiko"
818,Densetsu Kyojin Ideon: Hatsudou-hen,"Inoue, You"
818,Densetsu Kyojin Ideon: Hatsudou-hen,"Shiraishi, Fuyumi"
818,Densetsu Kyojin Ideon: Hatsudou-hen,"Tanaka, Hideyuki"
818,Densetsu Kyojin Ideon: Hatsudou-hen,"Shioya, Yoku"
805,Promare,"Saotome, Taichi"
805,Promare,"Matsuyama, Kenichi"
801,Les Misérables: Shoujo Cosette,"Nazuka, Kaori"
801,Les Misérables: Shoujo Cosette,"Matsumoto, Tamaki"
801,Les Misérables: Shoujo Cosette,"Kobayashi, Yumiko"
801,Les Misérables: Shoujo Cosette,"Matsuyama, Takashi"
801,Les Misérables: Shoujo Cosette,"Katsu, Anri"
801,Les Misérables: Shoujo Cosette,"Sasamoto, Yuuko"
801,Les Misérables: Shoujo Cosette,"Sugawara, Masashi"
803,Ore Monogatari!!,"Eguchi, Takuya"
803,Ore Monogatari!!,"Katou, Ren"
803,Ore Monogatari!!,"Shimazaki, Nobunaga"
803,Ore Monogatari!!,"Terasaki, Yuka"
803,Ore Monogatari!!,"Han, Megumi"
807,Trigun: Badlands Rumble,"Isobe, Tsutomu"
807,Trigun: Badlands Rumble,"Sakamoto, Maaya"
807,Trigun: Badlands Rumble,"Tsuru, Hiromi"
807,Trigun: Badlands Rumble,"Yukino, Satsuki"
807,Trigun: Badlands Rumble,"Onosaka, Masaya"
807,Trigun: Badlands Rumble,"Hayami, Show"
806,Summer Ghost,"Shimabukuro, Miyuri"
806,Summer Ghost,"Shimazaki, Nobunaga"
806,Summer Ghost,"Kawaei, Rina"
806,Summer Ghost,"Kobayashi, Chiaki"
813,Bishoujo Senshi Sailor Moon S,"Fukami, Rica"
813,Bishoujo Senshi Sailor Moon S,"Furuya, Toru"
813,Bishoujo Senshi Sailor Moon S,"Araki, Kae"
813,Bishoujo Senshi Sailor Moon S,"Tomizawa, Michie"
813,Bishoujo Senshi Sailor Moon S,"Katsuki, Masako"
813,Bishoujo Senshi Sailor Moon S,"Shinohara, Emi"
813,Bishoujo Senshi Sailor Moon S,"Kawashima, Chiyoko"
813,Bishoujo Senshi Sailor Moon S,"Hisakawa, Aya"
813,Bishoujo Senshi Sailor Moon S,"Ogata, Megumi"
813,Bishoujo Senshi Sailor Moon S,"Minaguchi, Yuko"
813,Bishoujo Senshi Sailor Moon S,"Kamiya, Akira"
813,Bishoujo Senshi Sailor Moon S,"Mitsuishi, Kotono"
811,Yuri!!! on Ice,"Toyonaga, Toshiyuki"
811,Yuri!!! on Ice,"Suwabe, Junichi"
811,Yuri!!! on Ice,"Uchiyama, Kouki"
811,Yuri!!! on Ice,"Kokido, Shiho"
809,Vanitas no Karte,"Ishikawa, Kaito"
809,Vanitas no Karte,"Nanase, Ayaka"
809,Vanitas no Karte,"Hanae, Natsuki"
835,Mahoutsukai no Yome Season 2 Part 2,"Takeuchi, Ryouta"
835,Mahoutsukai no Yome Season 2 Part 2,"Tanezaki, Atsumi"
823,Berserk: Ougon Jidai-hen - Memorial Edition,"Yukinari, Toa"
823,Berserk: Ougon Jidai-hen - Memorial Edition,"Sakurai, Takahiro"
823,Berserk: Ougon Jidai-hen - Memorial Edition,"Takeuchi, Ayako"
823,Berserk: Ougon Jidai-hen - Memorial Edition,"Iwanaga, Hiroaki"
823,Berserk: Ougon Jidai-hen - Memorial Edition,"Inoue, Jun"
829,Jormungand: Perfect Order,"Itou, Shizuka"
829,Jormungand: Perfect Order,"Tamura, Mutsumi"
839,Yagate Kimi ni Naru,"Takada, Yuuki"
839,Yagate Kimi ni Naru,"Kotobuki, Minako"
827,Hanasaku Iroha,"Itou, Kanae"
827,Hanasaku Iroha,"Toyosaki, Aki"
827,Hanasaku Iroha,"Omigawa, Chiaki"
830,Kidou Senshi Zeta Gundam,"Ikeda, Shuuichi"
830,Kidou Senshi Zeta Gundam,"Tobita, Nobuo"
826,Ginga Sengoku Gunyuuden Rai,"Yao, Kazuki"
826,Ginga Sengoku Gunyuuden Rai,"Yamada, Eiko"
826,Ginga Sengoku Gunyuuden Rai,"Hiyama, Nobuyuki"
826,Ginga Sengoku Gunyuuden Rai,"Mitsuishi, Kotono"
838,Ushio to Tora (TV) 2nd Season,"Hatanaka, Tasuku"
838,Ushio to Tora (TV) 2nd Season,"Yasuno, Kiyono"
838,Ushio to Tora (TV) 2nd Season,"Komatsu, Mikako"
838,Ushio to Tora (TV) 2nd Season,"Koyama, Rikiya"
841,Zoku Sayonara Zetsubou Sensei,"Nonaka, Ai"
841,Zoku Sayonara Zetsubou Sensei,"Kamiya, Hiroshi"
833,Lupin III (2015),"Namikawa, Daisuke"
833,Lupin III (2015),"Kobayashi, Kiyoshi"
833,Lupin III (2015),"Kurita, Kanichi"
833,Lupin III (2015),"Sawashiro, Miyuki"
833,Lupin III (2015),"Yamadera, Kouichi"
830,Karigurashi no Arrietty,"Shida, Mirai"
830,Karigurashi no Arrietty,"Kamiki, Ryunosuke"
833,Macross,"Doi, Mika"
833,Macross,"Hase, Arihiro"
833,Macross,"Iijima, Mari"
824,Ergo Proxy,"Yusa, Kouji"
824,Ergo Proxy,"Yusa, Kouji"
824,Ergo Proxy,"Saitou, Rie"
824,Ergo Proxy,"Uechi, Aki"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Satou, Chie"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Mashiba, Mari"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Fujiwara, Keiji"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Mita, Yuuko"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Koorogi, Satomi"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Narahashi, Miki"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Uechi, Aki"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Hayashi, Tamao"
823,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,"Ichiryuusai, Teiyuu"
837,Shirokuma Cafe,"Fukuyama, Jun"
837,Shirokuma Cafe,"Kamiya, Hiroshi"
837,Shirokuma Cafe,"Sakurai, Takahiro"
836,Sakigake!! Cromartie Koukou,"Suzuki, Takuma"
836,Sakigake!! Cromartie Koukou,"Sakurai, Takahiro"
836,Sakigake!! Cromartie Koukou,"Inada, Tetsu"
836,Sakigake!! Cromartie Koukou,"Wakamoto, Norio"
836,School Rumble,"Takahashi, Hiroki"
836,School Rumble,"Konishi, Ryousei"
836,School Rumble,"Horie, Yui"
836,School Rumble,"Nabatame, Hitomi"
836,School Rumble,"Shimizu, Kaori"
836,School Rumble,"Noto, Mamiko"
836,School Rumble,"Koshimizu, Ami"
